sru_type,altitude,visibility,search_object_en,search_object_size,sweep_width
FIXED,600,1,RAFT,10,0.20
FIXED,600,1,RAFT,15,0.20
FIXED,600,1,RAFT,20,0.40
FIXED,600,1,RAFT,25,0.30
FIXED,600,1,SAILBOAT,5,0.30
FIXED,600,1,SAILBOAT,8,0.30
FIXED,600,1,SAILBOAT,12,0.40
FIXED,600,1,SAILBOAT,15,0.40
FIXED,600,1,SAILBOAT,21,0.40
FIXED,600,1,SAILBOAT,25,0.40
FIXED,600,1,SHIP,27,0.40
FIXED,600,1,SHIP,46,0.40
FIXED,600,1,SHIP,47,0.40
FIXED,600,1,SHIP,91,0.40
FIXED,600,1,SHIP,92,0.50
FIXED,600,3,PIW,1,0.00
FIXED,600,3,POWERBOAT,5,1.00
FIXED,600,3,POWERBOAT,6,1.70
FIXED,600,3,POWERBOAT,10,2.20
FIXED,600,3,POWERBOAT,16,2.60
FIXED,600,3,POWERBOAT,24,2.80
FIXED,600,3,RAFT,1,0.60
FIXED,600,3,RAFT,4,0.90
FIXED,600,3,RAFT,6,1.10
FIXED,600,3,RAFT,8,1.20
FIXED,600,3,RAFT,10,1.20
FIXED,600,3,RAFT,15,1.40
FIXED,600,3,RAFT,20,1.50
FIXED,600,3,RAFT,25,1.60
FIXED,600,3,SAILBOAT,5,1.60
FIXED,600,3,SAILBOAT,8,2.10
FIXED,600,3,SAILBOAT,12,2.50
FIXED,600,3,SAILBOAT,15,2.70
FIXED,600,3,SAILBOAT,21,2.70
FIXED,600,3,SAILBOAT,25,2.80
FIXED,600,3,SHIP,27,2.90
FIXED,600,3,SHIP,46,2.90
FIXED,600,3,SHIP,47,3.00
FIXED,600,3,SHIP,91,3.00
FIXED,600,3,SHIP,92,3.00
FIXED,600,5,PIW,1,0.00
FIXED,600,5,POWERBOAT,5,1.30
FIXED,600,5,POWERBOAT,6,2.50
FIXED,600,5,POWERBOAT,10,3.40
FIXED,600,5,POWERBOAT,16,4.50
FIXED,600,5,POWERBOAT,24,5.00
FIXED,600,5,RAFT,1,0.90
FIXED,600,5,RAFT,4,1.30
FIXED,600,5,RAFT,6,1.60
FIXED,600,5,RAFT,8,1.70
FIXED,600,5,RAFT,10,1.80
FIXED,600,5,RAFT,15,2.00
FIXED,600,5,RAFT,20,2.20
FIXED,600,5,RAFT,25,2.40
FIXED,600,5,SAILBOAT,5,2.30
FIXED,600,5,SAILBOAT,8,3.30
FIXED,600,5,SAILBOAT,12,4.30
FIXED,600,5,SAILBOAT,15,4.60
FIXED,600,5,SAILBOAT,21,4.90
FIXED,600,5,SAILBOAT,25,5.10
FIXED,600,5,SHIP,27,5.40
FIXED,600,5,SHIP,46,5.40
FIXED,600,5,SHIP,47,5.70
FIXED,600,5,SHIP,91,5.70
FIXED,600,5,SHIP,92,5.80
FIXED,600,10,PIW,1,0.00
FIXED,600,10,POWERBOAT,5,1.80
FIXED,600,10,POWERBOAT,6,3.80
FIXED,600,10,POWERBOAT,10,5.50
FIXED,600,10,POWERBOAT,16,8.30
FIXED,600,10,POWERBOAT,24,9.80
FIXED,600,10,RAFT,1,1.20
FIXED,600,10,RAFT,4,1.90
FIXED,600,10,RAFT,6,2.30
FIXED,600,10,RAFT,8,2.50
FIXED,600,10,RAFT,10,2.70
FIXED,600,10,RAFT,15,3.00
FIXED,600,10,RAFT,20,3.40
FIXED,600,10,RAFT,25,3.60
FIXED,600,10,SAILBOAT,5,3.50
FIXED,600,10,SAILBOAT,8,5.20
FIXED,600,10,SAILBOAT,12,7.70
FIXED,600,10,SAILBOAT,15,8.60
FIXED,600,10,SAILBOAT,21,9.40
FIXED,600,10,SAILBOAT,25,10.00
FIXED,600,10,SHIP,27,11.10
FIXED,600,10,SHIP,46,11.10
FIXED,600,10,SHIP,47,12.50
FIXED,600,10,SHIP,91,12.50
FIXED,600,10,SHIP,92,13.20
FIXED,600,15,PIW,1,0.00
FIXED,600,15,POWERBOAT,5,2.00
FIXED,600,15,POWERBOAT,6,4.60
FIXED,600,15,POWERBOAT,10,6.90
FIXED,600,15,POWERBOAT,16,11.00
FIXED,600,15,POWERBOAT,24,13.60
FIXED,600,15,RAFT,1,1.40
FIXED,600,15,RAFT,4,2.20
FIXED,600,15,RAFT,6,2.70
FIXED,600,15,RAFT,8,2.90
FIXED,600,15,RAFT,10,3.10
FIXED,600,15,RAFT,15,3.50
FIXED,600,15,RAFT,20,4.00
FIXED,600,15,RAFT,25,4.40
FIXED,600,15,SAILBOAT,5,4.10
FIXED,600,15,SAILBOAT,8,6.40
FIXED,600,15,SAILBOAT,12,10.10
FIXED,600,15,SAILBOAT,15,11.50
FIXED,600,15,SAILBOAT,21,12.90
FIXED,600,15,SAILBOAT,25,13.90
FIXED,600,15,SHIP,27,16.00
FIXED,600,15,SHIP,46,16.00
FIXED,600,15,SHIP,47,18.90
FIXED,600,15,SHIP,91,18.90
FIXED,600,15,SHIP,92,20.70
FIXED,600,20,PIW,1,0.00
FIXED,600,20,POWERBOAT,5,2.20
FIXED,600,20,POWERBOAT,6,5.10
FIXED,600,20,POWERBOAT,10,8.00
FIXED,600,20,POWERBOAT,16,13.30
FIXED,600,20,POWERBOAT,24,16.80
FIXED,600,20,RAFT,1,1.40
FIXED,600,20,RAFT,4,2.30
FIXED,600,20,RAFT,6,2.90
FIXED,600,20,RAFT,8,3.20
FIXED,600,20,RAFT,10,3.50
FIXED,600,20,RAFT,15,3.90
FIXED,600,20,RAFT,20,4.50
FIXED,600,20,RAFT,25,4.90
FIXED,600,20,SAILBOAT,5,4.50
FIXED,600,20,SAILBOAT,8,7.30
FIXED,600,20,SAILBOAT,12,12.10
FIXED,600,20,SAILBOAT,15,13.90
FIXED,600,20,SAILBOAT,21,15.70
FIXED,600,20,SAILBOAT,25,17.10
FIXED,600,20,SHIP,27,20.10
FIXED,600,20,SHIP,46,20.10
FIXED,600,20,SHIP,47,24.70
FIXED,600,20,SHIP,91,24.70
FIXED,600,20,SHIP,92,27.90
LARGE,0,1,PIW,1,0.40
LARGE,0,1,POWERBOAT,5,1.10
LARGE,0,1,POWERBOAT,7,2.00
LARGE,0,1,POWERBOAT,12,2.80
LARGE,0,1,POWERBOAT,24,3.20
LARGE,0,1,RAFT,4,2.30
LARGE,0,1,RAFT,6,2.50
LARGE,0,1,RAFT,15,2.60
LARGE,0,1,RAFT,25,2.70
LARGE,0,1,SAILBOAT,5,1.10
LARGE,0,1,SAILBOAT,7,2.00
LARGE,0,1,SAILBOAT,12,2.80
LARGE,0,1,SAILBOAT,24,3.20
LARGE,0,1,SHIP,5,1.10
LARGE,0,1,SHIP,7,2.00
LARGE,0,1,SHIP,12,2.80
LARGE,0,1,SHIP,24,3.20
LARGE,0,3,PIW,1,0.40
LARGE,0,3,POWERBOAT,5,1.10
LARGE,0,3,POWERBOAT,7,2.00
LARGE,0,3,POWERBOAT,12,2.80
LARGE,0,3,POWERBOAT,24,3.20
LARGE,0,3,RAFT,4,2.30
LARGE,0,3,RAFT,6,2.50
LARGE,0,3,RAFT,15,2.60
LARGE,0,3,RAFT,25,2.70
LARGE,0,3,SAILBOAT,5,1.10
LARGE,0,3,SAILBOAT,7,2.00
LARGE,0,3,SAILBOAT,12,2.80
LARGE,0,3,SAILBOAT,24,3.20
LARGE,0,3,SHIP,5,1.10
LARGE,0,3,SHIP,7,2.00
LARGE,0,3,SHIP,12,2.80
LARGE,0,3,SHIP,24,3.20
LARGE,0,5,PIW,1,0.50
LARGE,0,5,POWERBOAT,5,1.40
LARGE,0,5,POWERBOAT,7,2.90
LARGE,0,5,POWERBOAT,12,4.50
LARGE,0,5,POWERBOAT,24,5.60
LARGE,0,5,RAFT,4,3.20
LARGE,0,5,RAFT,6,3.60
LARGE,0,5,RAFT,15,4.00
LARGE,0,5,RAFT,25,4.20
LARGE,0,5,SAILBOAT,5,1.40
LARGE,0,5,SAILBOAT,7,2.90
LARGE,0,5,SAILBOAT,12,4.50
LARGE,0,5,SAILBOAT,24,5.60
LARGE,0,5,SHIP,5,1.40
LARGE,0,5,SHIP,7,2.90
LARGE,0,5,SHIP,12,4.50
LARGE,0,5,SHIP,24,5.60
LARGE,0,10,PIW,1,0.60
LARGE,0,10,POWERBOAT,5,1.90
LARGE,0,10,POWERBOAT,7,4.30
LARGE,0,10,POWERBOAT,12,7.60
LARGE,0,10,POWERBOAT,24,10.70
LARGE,0,10,RAFT,4,4.20
LARGE,0,10,RAFT,6,5.00
LARGE,0,10,RAFT,15,5.10
LARGE,0,10,RAFT,25,5.20
LARGE,0,10,SAILBOAT,5,1.90
LARGE,0,10,SAILBOAT,7,4.30
LARGE,0,10,SAILBOAT,12,7.60
LARGE,0,10,SAILBOAT,24,10.70
LARGE,0,10,SHIP,5,1.90
LARGE,0,10,SHIP,7,4.30
LARGE,0,10,SHIP,12,7.60
LARGE,0,10,SHIP,24,10.70
LARGE,0,15,PIW,1,0.70
LARGE,0,15,POWERBOAT,5,2.10
LARGE,0,15,POWERBOAT,7,5.20
LARGE,0,15,POWERBOAT,12,9.40
LARGE,0,15,POWERBOAT,24,14.70
LARGE,0,15,RAFT,4,4.90
LARGE,0,15,RAFT,6,6.20
LARGE,0,15,RAFT,15,6.40
LARGE,0,15,RAFT,25,6.50
LARGE,0,15,SAILBOAT,5,2.10
LARGE,0,15,SAILBOAT,7,5.20
LARGE,0,15,SAILBOAT,12,9.40
LARGE,0,15,SAILBOAT,24,14.70
LARGE,0,15,SHIP,5,2.10
LARGE,0,15,SHIP,7,5.20
LARGE,0,15,SHIP,12,9.40
LARGE,0,15,SHIP,24,14.70
LARGE,0,20,PIW,1,0.70
LARGE,0,20,POWERBOAT,5,2.30
LARGE,0,20,POWERBOAT,7,5.80
LARGE,0,20,POWERBOAT,12,11.60
LARGE,0,20,POWERBOAT,24,18.10
LARGE,0,20,RAFT,4,5.50
LARGE,0,20,RAFT,6,6.90
LARGE,0,20,RAFT,15,7.30
LARGE,0,20,RAFT,25,7.50
LARGE,0,20,SAILBOAT,5,2.30
LARGE,0,20,SAILBOAT,7,5.80
LARGE,0,20,SAILBOAT,12,11.60
LARGE,0,20,SAILBOAT,24,18.10
LARGE,0,20,SHIP,5,2.30
LARGE,0,20,SHIP,7,5.80
LARGE,0,20,SHIP,12,11.60
LARGE,0,20,SHIP,24,18.10
MEDIUM,0,1,PIW,1,0.40
MEDIUM,0,1,POWERBOAT,5,1.10
MEDIUM,0,1,POWERBOAT,7,2.00
MEDIUM,0,1,POWERBOAT,12,2.80
MEDIUM,0,1,POWERBOAT,24,3.20
MEDIUM,0,1,RAFT,4,2.30
MEDIUM,0,1,RAFT,6,2.50
MEDIUM,0,1,RAFT,15,2.60
MEDIUM,0,1,RAFT,25,2.70
MEDIUM,0,1,SAILBOAT,5,1.10
MEDIUM,0,1,SAILBOAT,7,2.00
MEDIUM,0,1,SAILBOAT,12,2.80
MEDIUM,0,1,SAILBOAT,24,3.20
MEDIUM,0,1,SHIP,5,1.10
MEDIUM,0,1,SHIP,7,2.00
MEDIUM,0,1,SHIP,12,2.80
MEDIUM,0,1,SHIP,24,3.20
MEDIUM,0,3,PIW,1,0.40
MEDIUM,0,3,POWERBOAT,5,1.10
MEDIUM,0,3,POWERBOAT,7,2.00
MEDIUM,0,3,POWERBOAT,12,2.80
MEDIUM,0,3,POWERBOAT,24,3.20
MEDIUM,0,3,RAFT,4,2.30
MEDIUM,0,3,RAFT,6,2.50
MEDIUM,0,3,RAFT,15,2.60
MEDIUM,0,3,RAFT,25,2.70
MEDIUM,0,3,SAILBOAT,5,1.10
MEDIUM,0,3,SAILBOAT,7,2.00
MEDIUM,0,3,SAILBOAT,12,2.80
MEDIUM,0,3,SAILBOAT,24,3.20
MEDIUM,0,3,SHIP,5,1.10
MEDIUM,0,3,SHIP,7,2.00
MEDIUM,0,3,SHIP,12,2.80
MEDIUM,0,3,SHIP,24,3.20
MEDIUM,0,5,PIW,1,0.50
MEDIUM,0,5,POWERBOAT,5,1.40
MEDIUM,0,5,POWERBOAT,7,2.90
MEDIUM,0,5,POWERBOAT,12,4.50
MEDIUM,0,5,POWERBOAT,24,5.60
MEDIUM,0,5,RAFT,4,3.20
MEDIUM,0,5,RAFT,6,3.60
MEDIUM,0,5,RAFT,15,4.00
MEDIUM,0,5,RAFT,25,4.20
MEDIUM,0,5,SAILBOAT,5,1.40
MEDIUM,0,5,SAILBOAT,7,2.90
MEDIUM,0,5,SAILBOAT,12,4.50
MEDIUM,0,5,SAILBOAT,24,5.60
MEDIUM,0,5,SHIP,5,1.40
MEDIUM,0,5,SHIP,7,2.90
MEDIUM,0,5,SHIP,12,4.50
MEDIUM,0,5,SHIP,24,5.60
MEDIUM,0,10,PIW,1,0.60
MEDIUM,0,10,POWERBOAT,5,1.90
MEDIUM,0,10,POWERBOAT,7,4.30
MEDIUM,0,10,POWERBOAT,12,7.60
MEDIUM,0,10,POWERBOAT,24,10.70
MEDIUM,0,10,RAFT,4,4.20
MEDIUM,0,10,RAFT,6,5.00
MEDIUM,0,10,RAFT,15,5.10
MEDIUM,0,10,RAFT,25,5.20
MEDIUM,0,10,SAILBOAT,5,1.90
MEDIUM,0,10,SAILBOAT,7,4.30
MEDIUM,0,10,SAILBOAT,12,7.60
MEDIUM,0,10,SAILBOAT,24,10.70
MEDIUM,0,10,SHIP,5,1.90
MEDIUM,0,10,SHIP,7,4.30
MEDIUM,0,10,SHIP,12,7.60
MEDIUM,0,10,SHIP,24,10.70
MEDIUM,0,15,PIW,1,0.70
MEDIUM,0,15,POWERBOAT,5,2.10
MEDIUM,0,15,POWERBOAT,7,5.20
MEDIUM,0,15,POWERBOAT,12,9.40
MEDIUM,0,15,POWERBOAT,24,14.70
MEDIUM,0,15,RAFT,4,4.90
MEDIUM,0,15,RAFT,6,6.20
MEDIUM,0,15,RAFT,15,6.40
MEDIUM,0,15,RAFT,25,6.50
MEDIUM,0,15,SAILBOAT,5,2.10
MEDIUM,0,15,SAILBOAT,7,5.20
MEDIUM,0,15,SAILBOAT,12,9.40
MEDIUM,0,15,SAILBOAT,24,14.70
MEDIUM,0,15,SHIP,5,2.10
MEDIUM,0,15,SHIP,7,5.20
MEDIUM,0,15,SHIP,12,9.40
MEDIUM,0,15,SHIP,24,14.70
MEDIUM,0,20,PIW,1,0.70
MEDIUM,0,20,POWERBOAT,5,2.30
MEDIUM,0,20,POWERBOAT,7,5.80
MEDIUM,0,20,POWERBOAT,12,11.60
MEDIUM,0,20,POWERBOAT,24,18.10
MEDIUM,0,20,RAFT,4,5.50
MEDIUM,0,20,RAFT,6,6.90
MEDIUM,0,20,RAFT,15,7.30
MEDIUM,0,20,RAFT,25,7.50
MEDIUM,0,20,SAILBOAT,5,2.30
MEDIUM,0,20,SAILBOAT,7,5.80
MEDIUM,0,20,SAILBOAT,12,11.60
MEDIUM,0,20,SAILBOAT,24,18.10
MEDIUM,0,20,SHIP,5,2.30
MEDIUM,0,20,SHIP,7,5.80
MEDIUM,0,20,SHIP,12,11.60
MEDIUM,0,20,SHIP,24,18.10
ROTARY,150,1,PIW,1,0.00
ROTARY,150,1,POWERBOAT,5,0.50
ROTARY,150,1,POWERBOAT,6,0.70
ROTARY,150,1,POWERBOAT,10,0.80
ROTARY,150,1,POWERBOAT,16,0.80
ROTARY,150,1,POWERBOAT,24,0.80
ROTARY,150,1,RAFT,1,0.40
ROTARY,150,1,RAFT,4,0.50
ROTARY,150,1,RAFT,6,0.50
ROTARY,150,1,RAFT,8,0.60
ROTARY,150,1,RAFT,10,0.60
ROTARY,150,1,RAFT,15,0.60
ROTARY,150,1,RAFT,20,0.60
ROTARY,150,1,RAFT,25,0.60
ROTARY,150,1,SAILBOAT,5,0.70
ROTARY,150,1,SAILBOAT,8,0.80
ROTARY,150,1,SAILBOAT,12,0.80
ROTARY,150,1,SAILBOAT,15,0.80
ROTARY,150,1,SAILBOAT,21,0.80
ROTARY,150,1,SAILBOAT,25,0.80
ROTARY,150,1,SHIP,27,0.80
ROTARY,150,1,SHIP,46,0.80
ROTARY,150,1,SHIP,47,0.80
ROTARY,150,1,SHIP,91,0.80
ROTARY,150,1,SHIP,92,0.80
ROTARY,150,3,PIW,1,0.10
ROTARY,150,3,POWERBOAT,5,1.20
ROTARY,150,3,POWERBOAT,6,2.00
ROTARY,150,3,POWERBOAT,10,2.50
ROTARY,150,3,POWERBOAT,16,3.10
ROTARY,150,3,POWERBOAT,24,3.30
ROTARY,150,3,RAFT,1,0.90
ROTARY,150,3,RAFT,4,1.20
ROTARY,150,3,RAFT,6,1.40
ROTARY,150,3,RAFT,8,1.50
ROTARY,150,3,RAFT,10,1.60
ROTARY,150,3,RAFT,15,1.70
ROTARY,150,3,RAFT,20,1.80
ROTARY,150,3,RAFT,25,1.90
ROTARY,150,3,SAILBOAT,5,1.90
ROTARY,150,3,SAILBOAT,8,2.40
ROTARY,150,3,SAILBOAT,12,3.00
ROTARY,150,3,SAILBOAT,15,3.10
ROTARY,150,3,SAILBOAT,21,3.20
ROTARY,150,3,SAILBOAT,25,3.30
ROTARY,150,3,SHIP,27,3.40
ROTARY,150,3,SHIP,46,3.40
ROTARY,150,3,SHIP,47,3.40
ROTARY,150,3,SHIP,91,3.40
ROTARY,150,3,SHIP,92,3.50
ROTARY,150,5,PIW,1,0.10
ROTARY,150,5,POWERBOAT,5,1.50
ROTARY,150,5,POWERBOAT,6,2.90
ROTARY,150,5,POWERBOAT,10,3.90
ROTARY,150,5,POWERBOAT,16,5.10
ROTARY,150,5,POWERBOAT,24,5.70
ROTARY,150,5,RAFT,1,1.20
ROTARY,150,5,RAFT,4,1.60
ROTARY,150,5,RAFT,6,1.90
ROTARY,150,5,RAFT,8,2.00
ROTARY,150,5,RAFT,10,2.20
ROTARY,150,5,RAFT,15,2.30
ROTARY,150,5,RAFT,20,2.60
ROTARY,150,5,RAFT,25,2.70
ROTARY,150,5,SAILBOAT,5,2.70
ROTARY,150,5,SAILBOAT,8,3.70
ROTARY,150,5,SAILBOAT,12,4.90
ROTARY,150,5,SAILBOAT,15,5.20
ROTARY,150,5,SAILBOAT,21,5.50
ROTARY,150,5,SAILBOAT,25,5.70
ROTARY,150,5,SHIP,27,6.00
ROTARY,150,5,SHIP,46,6.00
ROTARY,150,5,SHIP,47,6.30
ROTARY,150,5,SHIP,91,6.30
ROTARY,150,5,SHIP,92,6.40
ROTARY,150,10,PIW,1,0.10
ROTARY,150,10,POWERBOAT,5,1.90
ROTARY,150,10,POWERBOAT,6,4.30
ROTARY,150,10,POWERBOAT,10,6.20
ROTARY,150,10,POWERBOAT,16,9.20
ROTARY,150,10,POWERBOAT,24,10.80
ROTARY,150,10,RAFT,1,1.60
ROTARY,150,10,RAFT,4,2.20
ROTARY,150,10,RAFT,6,2.70
ROTARY,150,10,RAFT,8,2.80
ROTARY,150,10,RAFT,10,3.10
ROTARY,150,10,RAFT,15,3.30
ROTARY,150,10,RAFT,20,3.80
ROTARY,150,10,RAFT,25,4.10
ROTARY,150,10,SAILBOAT,5,3.90
ROTARY,150,10,SAILBOAT,8,5.70
ROTARY,150,10,SAILBOAT,12,8.30
ROTARY,150,10,SAILBOAT,15,9.50
ROTARY,150,10,SAILBOAT,21,10.40
ROTARY,150,10,SAILBOAT,25,11.00
ROTARY,150,10,SHIP,27,12.20
ROTARY,150,10,SHIP,46,12.20
ROTARY,150,10,SHIP,47,13.60
ROTARY,150,10,SHIP,91,13.60
ROTARY,150,10,SHIP,92,14.30
ROTARY,150,15,PIW,1,0.10
ROTARY,150,15,POWERBOAT,5,2.20
ROTARY,150,15,POWERBOAT,6,5.20
ROTARY,150,15,POWERBOAT,10,7.80
ROTARY,150,15,POWERBOAT,16,12.30
ROTARY,150,15,POWERBOAT,24,15.00
ROTARY,150,15,RAFT,1,1.80
ROTARY,150,15,RAFT,4,2.60
ROTARY,150,15,RAFT,6,3.20
ROTARY,150,15,RAFT,8,3.30
ROTARY,150,15,RAFT,10,3.60
ROTARY,150,15,RAFT,15,4.00
ROTARY,150,15,RAFT,20,4.60
ROTARY,150,15,RAFT,25,5.00
ROTARY,150,15,SAILBOAT,5,4.70
ROTARY,150,15,SAILBOAT,8,7.10
ROTARY,150,15,SAILBOAT,12,11.30
ROTARY,150,15,SAILBOAT,15,12.70
ROTARY,150,15,SAILBOAT,21,14.10
ROTARY,150,15,SAILBOAT,25,15.20
ROTARY,150,15,SHIP,27,17.40
ROTARY,150,15,SHIP,46,17.40
ROTARY,150,15,SHIP,47,20.40
ROTARY,150,15,SHIP,91,20.40
ROTARY,150,15,SHIP,92,22.10
ROTARY,150,20,PIW,1,0.10
ROTARY,150,20,POWERBOAT,5,2.30
ROTARY,150,20,POWERBOAT,6,5.80
ROTARY,150,20,POWERBOAT,10,9.00
ROTARY,150,20,POWERBOAT,16,14.70
ROTARY,150,20,POWERBOAT,24,18.40
ROTARY,150,20,RAFT,1,1.80
ROTARY,150,20,RAFT,4,2.80
ROTARY,150,20,RAFT,6,3.50
ROTARY,150,20,RAFT,8,3.70
ROTARY,150,20,RAFT,10,4.00
ROTARY,150,20,RAFT,15,4.40
ROTARY,150,20,RAFT,20,5.10
ROTARY,150,20,RAFT,25,5.60
ROTARY,150,20,SAILBOAT,5,5.20
ROTARY,150,20,SAILBOAT,8,8.20
ROTARY,150,20,SAILBOAT,12,13.50
ROTARY,150,20,SAILBOAT,15,15.30
ROTARY,150,20,SAILBOAT,21,17.30
ROTARY,150,20,SAILBOAT,25,18.70
ROTARY,150,20,SHIP,27,21.90
ROTARY,150,20,SHIP,46,21.90
ROTARY,150,20,SHIP,47,26.60
ROTARY,150,20,SHIP,91,26.60
ROTARY,150,20,SHIP,92,29.80
ROTARY,300,1,PIW,1,0.00
ROTARY,300,1,POWERBOAT,5,0.50
ROTARY,300,1,POWERBOAT,6,0.70
ROTARY,300,1,POWERBOAT,10,0.70
ROTARY,300,1,POWERBOAT,16,0.70
